PM2.5 (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Month,AQI_Label
0.5793954519514085,-0.8301609396679002,-0.39055985329743936,0.19789589847330685,-0.8516482872162504,-0.21377104579930728,-0.7800219456482276,-0.7784684218423225,-0.586490440282546,-2.122828956915416,-0.8551278964865762,-0.5003857627403191,-1.7704410248083695,0.5030486663482292,-0.8245428417194011,-0.42933872531250455,-0.12763704639256382,2.0786897032157685,0.9188120460845555,-1.5975912769319311,5
0.607211533627793,-0.7319904781086711,-0.2967915216593209,0.23434375282528744,-0.8742776998814535,-0.16654316328098176,-0.6862594625185979,-0.694616897956116,-1.0392410094777838,-2.122828956915416,-0.8616057693952446,-0.5122358435938924,-1.6710276886603517,0.28590565675178214,-0.7662928518663652,-0.8584576421045993,0.22961233905145956,1.8843554085596341,0.9188120460845555,-1.5975912769319311,5
0.7299163455389412,-0.6305293865530432,-0.2704758931028167,0.3160372194762785,-1.2445771798575065,-0.1035726532565477,-0.506782778073041,-0.6610762884016335,-1.2110485047093893,-2.1145272792295726,-0.8421721506692393,-0.5082858166427013,-1.558439091095127,0.0569962771772029,-0.6497928721602929,-0.22687046291446622,0.5963548695561293,1.7957389701964468,1.1536285646037625,-1.5975912769319311,5
0.8851480271523136,-0.4489962984183794,-0.21512232958741137,0.2984417035822188,-1.1849178191946976,-0.1035726532565477,-0.30919745954665434,-0.6526911360130129,-1.09542962427051,-2.0937730850149636,-0.9263844984819287,-0.4924857088379368,-1.4446527424919742,-0.09543169753951487,-0.2226262799046951,-0.23066377930599916,0.6386552071057732,1.833051154770426,1.0529929138098166,-1.5975912769319311,5
0.9839624140752766,-0.4495447367511128,-0.2535370977101243,0.22303234975053438,-1.1849178191946976,-0.1035726532565477,-0.20778910869400782,-0.6443059836243922,-1.1980819012956831,-2.0854714073291203,-0.9263844984819287,-0.4766856010331723,-1.449443746643686,-0.07457313257827979,0.20454031235090292,0.6887412810916487,0.37417339361468205,1.7817469009812004,1.0529929138098166,-1.5975912769319311,5
0.8845872190539992,-0.5965262099235896,-0.35093517121810536,0.09106598054508737,-1.277492689188711,-0.18228579078709026,-0.2914912395565098,-0.6778465931788747,-1.035999358624357,-2.0854714073291203,-0.9199066255732601,-0.47273557408198125,-1.5272975641090007,0.07357616214638986,0.5152069249004285,-0.3226517018006579,0.013852696533390722,1.7428800420499735,1.0194476968785013,-1.5975912769319311,5
0.7263271737097304,-0.6535637965278344,-0.4029614713528035,0.04707719080993807,-1.2836643471883118,-0.21377104579930728,-0.4790162058157688,-0.7365426598992193,-0.8879639696512125,-2.1020747627008074,-0.9263844984819287,-0.464835520179599,-1.6410839127121537,0.2949978517348847,0.20454031235090292,0.5977016876948722,-0.37564546110194547,1.7522080881934594,0.985902479947186,-1.5975912769319311,5
0.5880318966654471,-0.5367464316556791,-0.2946741722352343,0.09735009336439403,-1.1664028451958952,-0.18228579078709026,-0.7196598320454616,-0.6191505264585303,-0.6664511613337336,-2.0979239238578855,-0.4340661574231299,-0.3226345499367188,-1.760859016504946,0.537278106284615,0.01037367950744918,1.0581154647171085,-0.6563912657631144,1.7677548317659537,0.9188120460845555,-1.5975912769319311,5
0.6623950505019107,-0.38866808181773577,-0.17821995391047427,0.06341588414013664,-1.1581739678630942,-0.19802841829319878,-0.8572854510597677,-0.20827805941611927,-0.9657635901334493,-2.0854714073291203,1.1789241968353033,0.4160204899360197,-1.8267353235909816,0.679544216020218,-0.2808762697577312,1.623319607055424,-0.6949920688405947,1.8081763650544282,0.9523572630158708,-1.5975912769319311,5
0.9269843112865531,-0.34424457686635307,-0.1564415026912984,0.12122972207776042,-0.9565664732094653,-0.21377104579930728,-0.862516834238674,-0.1160413831412924,-0.931185981030233,-2.0771697296432765,1.6647646649854337,0.40812043603363746,-1.8291308256668377,0.6961241009894049,-0.5527095557385663,0.6693005345850443,-0.6942940434684883,1.847043223985655,0.8181763952906096,-1.5975912769319311,5
1.2363260583166693,-0.2734960319437802,-0.15523158873467754,0.1425957056634045,-0.8393049712170485,-0.276741555823741,-0.8548709665156571,0.060046817019740864,-0.9657635901334493,-1.8945328205547196,2.137649387318227,0.8663235623718069,-1.8219443194392702,0.6656385060460618,-0.6497928721602929,0.08038816479965157,-0.6941544383940671,1.8874647572741294,0.7846311783592942,-1.5975912769319311,5
1.4394507515260746,-0.21261937701040357,-0.16642329283342083,0.08101140003419546,-0.596553089899414,-0.2924841833298495,-0.8629192483293592,0.286445931512498,-1.0554492637449162,-1.8820803040259542,2.8178260427284094,1.486477793708812,-1.8255375725530538,0.6544069710669348,-0.805126178435056,0.479160550459487,-0.6942242409312778,1.9201129187763657,0.6839955275653483,-1.5975912769319311,5
1.482184328617617,-0.21920063700320092,-0.1280085247107077,-0.009479824563825444,-0.4319755432433904,-0.2924841833298495,-0.8842471951356696,0.48768958883939334,-1.0554492637449162,-1.8779294651830325,3.7506397415766592,1.8498802732183948,-1.8339218298185493,0.6431754360878086,-0.6886261987289837,-0.660256860647035,-0.6941544383940671,1.8517072470574156,0.6839955275653483,-1.5975912769319311,5
1.436310226175515,-0.27020540194738135,-0.1848744806718893,-0.08991646865095534,-0.41140334991138755,-0.33971206584817504,-0.8959172037655376,0.7979402272183566,-1.0338382580554062,-1.8737786263401108,4.942568356771647,2.564835151383986,-1.8482948422736845,0.6303393961116642,-0.5915428823072568,0.5507593973496592,-0.6939450307824352,1.9216675931336133,0.6169050937027177,-1.5975912769319311,5
1.2707596755531616,-0.3464383301972855,-0.23962308720898412,-0.08991646865095534,-0.604781967232215,-0.44991045839093463,-0.9128185955743122,-0.5688396121268067,-1.2337400606833748,-2.1103764403866507,0.6088713808724834,-0.22388387615694091,-1.8638656057667473,0.6249910461216035,-0.6497928721602929,0.19229099834985444,-0.6928281901870651,1.8874647572741294,0.6504503106340331,-1.5975912769319311,5
1.0933199932465467,-0.428155641774521,-0.28499486058226725,0.05461812619310678,-0.7734739525546391,-0.5758514784398026,-0.9204644632973292,-0.6359208312357716,-1.3050563794587584,-2.126979795758338,0.5894377621464784,-0.2199338492057498,-1.884227373411522,0.6346180761037123,-0.6109595455916021,0.22690501042258776,-0.6927583876498544,1.847043223985655,0.9188120460845555,-1.5975912769319311,5
0.9886732021011159,-0.5010979400280262,-0.32250219323751467,-0.04341403378808284,-0.7919889265534417,-0.6073367334520197,-0.9208668773880144,0.0013507502993965659,-1.284525924053724,-2.126979795758338,1.8526229793368174,0.5187211906669889,-1.8986003858666571,0.6458496110828386,-0.7662928518663652,-0.06233536443175171,-0.6926885851126439,1.8283871316986655,1.2207189984663933,-1.5975912769319311,5
0.9247410788932965,-0.6212059348965802,-0.395399509123923,0.21297776923964337,-0.9812531052078687,-0.6388219884642367,-0.9176475646625335,-0.10765623075267176,-1.3850171005099459,-1.9941529527848414,1.897968089697496,0.5858716488372377,-1.9081823941700806,0.6431754360878086,-0.7468761885820198,-0.3032109552940549,-0.693037597798697,1.8066216906971806,1.2542642153977084,-1.5975912769319311,5
0.8223375201411225,-0.7237639031176742,-0.41899283127803005,-0.006966179436102244,-0.9421659378770632,-0.6703072434764537,-0.9124161814836271,-0.6694614407902542,-1.4628167209921823,-2.0066054693136066,0.22019900635237907,-0.13303325627954535,-1.9225554066252153,0.6405012610927786,-0.5138762291698755,0.16621194815807053,-0.6934564130219608,1.7848562496956957,1.2207189984663933,-1.5975912769319311,5
0.7093907691406411,-0.7988999547021122,-0.4144556539407018,-0.2495329342613531,-0.9113076478790587,-0.6703072434764537,-0.9192572210252739,-0.8874754028943906,-1.457413969569805,-1.9983037916277635,-0.3304201908844353,-0.35818479249743884,-1.9309396638907108,0.6485237860778685,-0.49445956588553014,0.36109357777304296,-0.6935262155591715,1.7910749471246863,1.2542642153977084,-1.5975912769319311,5
0.6936881423878437,-0.8010937080330446,-0.39963420797209587,-0.38275612603066217,-0.8125611198854445,-0.6230793609581281,-0.9289151592017163,-0.7533129646764606,-1.3688088462428132,-2.0066054693136066,0.6283049995984885,-0.06588279810929643,-1.9369284190803506,0.6437102710868149,-0.7274595252976744,-0.42507124437203053,-0.6936658206335927,1.847043223985655,1.2207189984663933,-1.5975912769319311,5
0.7240839413164734,-0.825224994673302,-0.3944920736564573,-0.32871275578462184,-0.4319755432433904,-0.5758514784398026,-0.907989626486091,-0.7616981170650812,-1.3558422428291073,-2.0149071469994504,0.05825218363566893,-0.10933309457239865,-1.9369284190803506,0.6233865411245854,-0.8439595050037465,-0.5568889889777788,-0.657787316507327,1.927886290562604,1.2207189984663933,-1.5975912769319311,5
0.7188123451923198,-0.8636156779646207,-0.35879961193614124,-0.32242864296531426,-0.028760553936133117,-0.5758514784398026,-0.9095992828488314,-0.9545566220033558,-1.3871782010788969,-2.0149071469994504,-0.4405440303317983,-0.42138522371649667,-1.9117756472838643,0.5506489812597657,-0.8439595050037465,-0.6114179121060562,-0.485305247059851,2.005620008425058,1.2878094323290237,-1.5975912769319311,5
0.725766365611416,-0.8021905846985108,-0.30223613446411485,-0.27718303066630384,-0.05756162460093697,-0.4656530858970432,-0.8524564819715463,-0.9880972315578384,-1.4271585616044908,-2.1186781180724945,-0.8097827861258973,-0.6228365982272436,-1.8506903443495402,0.3966165015460301,-0.6886261987289837,-0.40278551057177814,-0.16951856871894405,2.0662523083577873,1.3884450831229698,-1.5975912769319311,5
0.7282339212439985,-0.7347326697723366,-0.3019336559749597,-0.2884944337410569,-0.5656947999014095,-0.44991045839093463,-0.7619133115673977,-0.9042457076716319,-1.3093785805966605,-2.122828956915416,-0.9004730068472551,-0.5635861939593768,-1.7560680123532342,0.16663745197343866,-0.5915428823072568,0.11073469593190952,0.29459850119455955,2.0615882852860263,1.5226259508482307,-1.5975912769319311,5
0.7106245469569326,-0.6047527849145866,-0.29346425827861344,-0.35384920706184936,-0.6788418632274258,-0.3869399483665006,-0.6118128557418534,-0.8790902505057699,-1.1300072333737263,-2.1186781180724945,-0.9134287526645919,-0.5714862478617591,-1.6458749168638653,-0.08740917255442454,-0.5915428823072568,-0.45067613001487333,0.7286306775702801,2.0102840314968184,1.6232616016421768,-1.5975912769319311,5
0.6835935966181879,-0.4144446834561929,-0.23357351742587984,0.16396168924904855,-0.5039782199054006,-0.30822681083595804,-0.361511291335718,-0.8371644885626668,-1.018710554072749,-2.0979239238578855,-0.9004730068472551,-0.5635861939593768,-1.5476593317537755,-0.298668997161805,-0.5332928924542208,-0.42886456076356344,1.0072126035779194,1.8843554085596341,1.5561711677795462,-1.5975912769319311,5
0.658581555433374,-0.3590524118501472,-0.2320611249801036,0.16898897950449407,-0.7878744878870412,-0.276741555823741,-0.051250027417502,-0.8203941837854255,-1.1127184288221181,-2.1103764403866507,-0.9717296088426074,-0.5438360592034213,-1.476992020516028,-0.41526302694511885,-0.20320961662034973,-0.6137887348507645,0.9394343399463939,1.7770828779094572,1.421990300054285,-1.5975912769319311,5
0.6479262015654043,-0.330533618548025,-0.24960487735110656,-0.06226637224600371,-0.9606809118758658,-0.32396943834206654,0.25337743923112266,-0.7784684218423225,-1.0230327552106508,-2.1145272792295726,-0.9846853546599442,-0.5240859244474657,-1.4434549914540462,-0.4628633418566553,-0.3002929330420766,-0.7200015938136687,0.5432351387388369,1.697794485689756,1.2542642153977084,-1.5975912769319311,5
0.5743481790665804,-0.34314770020088664,-0.26079658144984963,-0.11253927480046057,-1.156116748529894,-0.33971206584817504,0.3563954464465097,-0.7616981170650812,-0.8609502125393249,-2.1145272792295726,-0.9717296088426074,-0.5240859244474657,-1.4698055142884607,-0.4029618219679804,-0.4556262393168394,-0.01634140318442233,0.07025314659958276,1.5936313037540566,1.2207189984663933,-1.5975912769319311,5
0.4760946002419317,-0.331082056880758,-0.2617040169173154,-0.15904170966333217,-1.152002309863493,-0.24525630081152433,0.1366773529324422,-0.7784684218423225,-1.014388352934847,-2.1062256015437293,-0.9782074817512759,-0.5161858705450835,-1.5608345931709828,-0.22004825230791908,-0.6303762088759476,-0.3349799800731375,-0.35973048261792095,1.6604823011157768,1.2207189984663933,-1.5975912769319311,5
0.4840580752379935,0.09779671931654435,0.014156365192246147,-0.09117329121481649,-1.1417162131974918,0.05385362180453744,-0.472175166274122,-0.6443059836243922,-1.1029934762618385,-2.0937730850149636,-0.5377121239618243,-0.3660848463998211,-1.745288253011883,0.1992623869128063,-0.9216261581411279,0.1813852137241995,-0.6509466678606849,1.6573729524012815,1.2878094323290237,-1.5975912769319311,5
0.7237474564574848,0.5403864538321748,0.6635776814085051,0.27330525230499036,-0.8578199452158511,0.6993013495549858,-0.8343478478907167,-0.007034402089224261,-0.8328559051429618,-2.06056637427159,1.1724463239266345,0.4594707863991219,-1.899798136904585,0.6116201711464527,-0.9022094948567826,-0.42127792798049896,-0.6954806866010692,1.6900211139035,1.3548998661916543,-1.5975912769319311,5
1.105769933029122,0.3829846523377682,0.7806368567115758,0.4241239599683591,-0.666498547228224,0.9669260171588302,-0.8725771865058016,0.3786826077873248,-0.5637988843085605,-2.0522646965857465,1.755454885706791,0.7201725651777356,-1.9189621535114318,0.7758145158413035,-0.7468761885820198,0.16004780902183072,-0.6949920688405947,1.7366613446209829,1.2542642153977084,-1.5975912769319311,5
1.336710707914912,0.13344521094419728,0.47876332453466525,0.5158720071302412,-0.5492370452358072,0.6993013495549858,-0.9192572210252739,0.5799262651142202,-0.5367851271966728,-1.7866110106387536,2.092304276957548,0.874223616274189,-1.932137414928639,0.8726196506613937,-0.3585429228951125,0.8461639113402398,-0.6953410815266479,1.7739735291949619,1.1871737815350778,-1.5975912769319311,5
1.4991207331867065,-0.11883642211303946,0.41857010519277627,0.5460357486629152,-0.3723161825805821,0.6048455845183347,-0.9442068946477504,0.6553926366118058,-0.22990884640562878,-1.7368009445236927,2.9020383905410987,1.4114272816361808,-1.9704654481423325,0.969959620480491,-0.3585429228951125,-0.5891321783058039,-0.695131673915016,1.805067016339933,1.1200833476724472,-1.5975912769319311,5
1.32201753573908,-0.3382117552062887,0.1829393621408593,0.43920583073469566,-0.24888302258856454,0.33722091691449035,-0.9635227710006354,0.7895550748297361,-0.6016181442652032,-1.7409517833666144,3.5692593001339445,1.9012306235838792,-1.9980137220146748,1.043232015344317,-0.3779595861794579,-1.1685612571123665,-0.6947826612289628,1.8190590855551794,1.086538130741132,-1.5975912769319311,5
0.960296312326417,-0.42651032677632156,0.02232328439943699,0.3235781548594472,-0.5842097739002121,0.1797946418534052,-0.9739855373584483,0.9740284273793901,-0.7853116926260394,-1.832270237910893,5.000869212949663,2.5371849627256484,-2.0016069751284586,1.0672995902995877,-0.4556262393168394,-1.2102877374192218,-0.6937356231708034,1.7413253676927258,1.0194476968785013,-1.5975912769319311,5
0.7852120240327221,-0.4725791467259037,-0.06842026234712925,0.2971848810183576,-0.975081447208268,0.0066257392862119,-0.9470237932825462,-0.3172850404681876,-1.1137989791065936,-2.073018890800355,0.5959156350551467,-0.20413374140098542,-2.0123867344698096,1.1400371501644073,-0.805126178435056,-0.8537159966151828,-0.69226976988938,1.8128403881261888,0.985902479947186,-1.5975912769319311,5
0.717354244136703,-0.5186479666754862,-0.13799031485282995,0.3524850738282591,-1.1355445551978907,-0.07208739824433066,-0.9522551764614525,-0.37598110718853206,-1.2121290549938646,-2.0937730850149636,0.5829598892378098,-0.2199338492057498,-2.0159799875835938,1.142711325159438,-0.7274595252976744,-0.5919771655994532,-0.6918509546661162,1.7957389701964468,0.9188120460845555,-1.5975912769319311,5
0.604407493136222,-0.5855574432689272,-0.27017341461366157,0.5849972481426189,-1.2034327931935003,-0.16654316328098176,-0.9377682691967887,0.2780607791238775,-1.0705769677275734,-2.1020747627008074,2.0210476749621957,0.5424213523741354,-2.008793481356026,1.1603608801266367,-0.436209576032494,-0.5929254946973355,-0.6921999673521694,1.7895202727674386,0.985902479947186,-1.5975912769319311,5
0.4653270847542988,-0.7149888897939443,-0.396911901569699,0.7182204399119271,-1.4091547265135296,-0.21377104579930728,-0.919659635115959,0.19420925523767113,-1.1159600796755447,-2.0066054693136066,1.8850123438801594,0.5424213523741354,-2.0016069751284586,1.1833587850838956,-0.5721262190229116,-0.41748461158896605,-0.69226976988938,1.7910749471246863,1.0194476968785013,-1.5975912769319311,5
0.3941044562683947,-0.8109655980222408,-0.4719265668801937,0.4894787332891516,-1.4379557971783339,-0.21377104579930728,-0.8862592655890954,-0.37598110718853206,-1.2823648234847729,-1.9900021139419197,0.2137211334437108,-0.11328312152358967,-1.9932227178629633,1.1972644950580524,-0.5138762291698755,-0.5673206090544927,-0.6919207572033269,1.7864109240529433,1.0194476968785013,-1.5975912769319311,5
0.31637645384204566,-0.860873486300955,-0.49642732450176663,0.31980768716786284,-1.4564707711771365,-0.2295136733054158,-0.8673458033268954,-0.5772247645154273,-1.327747935432744,-2.002454630470685,-0.3628095554277774,-0.35818479249743884,-1.987233962673323,1.211705040031215,-0.5138762291698755,-1.1083423593967903,-0.6919207572033269,1.8004029932681898,0.985902479947186,-1.5975912769319311,5
0.31581564574373167,-0.8954251012631417,-0.49551988903430094,0.2305732851337031,-1.4832146225087404,-0.24525630081152433,-0.8411888874323634,-0.4766029358519796,-1.3158618823035133,-2.0232088246852937,0.1489424043570267,-0.08563293286525193,-1.9848384605974678,1.2154488850242575,-0.6692095354446383,-1.8442457393540617,-0.6931772028731182,1.854816595771911,1.0194476968785013,-1.5975912769319311,5
0.23651738064210284,-0.834000007997032,-0.43169692782254937,0.2795893651242979,-1.466756867843138,-0.21377104579930728,-0.839579231069623,-0.5185286977950828,-1.380694899372044,-2.0149071469994504,0.09064154817901113,-0.13698328323073639,-1.9848384605974678,1.2165185550222695,-0.8633761682880918,-1.0832116383028887,-0.6785186700588852,1.906120849561119,0.9523572630158708,-1.5975912769319311,5
0.22204853170559624,-0.8164499813495721,-0.3875350684058871,0.3625396543391501,-1.509958473840344,-0.15080053577487323,-0.8355550901627719,-0.6275356788471509,-1.4195947096131623,-2.0232088246852937,-0.05187165581169391,-0.259434118717661,-1.9740587012561162,1.3448789547837163,-0.8439595050037465,-1.6213884013515383,-0.5939179949595971,1.969862498208344,1.0194476968785013,-1.5975912769319311,5
0.34968845488190947,-0.5685558549542002,-0.2414379581439155,0.3650532994668733,-1.3988686298475284,-0.04060214323211364,-0.8415913015230485,-0.719772355121978,-1.4098697570528826,-2.1062256015437293,-0.8227385319432341,-0.6188865712760525,-1.9357306680424224,1.1282707801862748,-0.9604594847098187,-1.1586038015845936,-0.42311118640517636,2.0351588212127987,1.086538130741132,-1.5975912769319311,5
0.6211195744659854,-0.3650852335102115,-0.17519516901892224,0.4693695722673696,-1.306293759853515,0.1168241318289715,-0.8343478478907167,-0.5939950692926683,-1.3428756394154011,-2.1103764403866507,-0.9199066255732601,-0.5635861939593768,-1.8698543609563871,0.9747731354715454,-0.9022094948567826,-0.5303357742370525,-0.19632274300782743,2.0553695878570357,1.321354649260339,-1.5975912769319311,5
0.9281059274831815,-0.17038962538995292,-0.04543189717133253,0.9708417752480698,-1.193146696527499,0.14830938684118816,-0.7727784920158957,-0.5269138501837034,-1.016549453503798,-2.1062256015437293,-0.9134287526645919,-0.5556861400569947,-1.7943960455669279,0.8116484607747074,-0.7274595252976744,-1.1476980169589388,0.03591029829195096,1.9978466366388195,1.5897163847108615,-1.5975912769319311,5
1.2118748252301699,-0.08922075214545086,0.005989445985055092,1.5678324930822365,-1.1232012391986892,0.21127989686562224,-0.6355552870922746,-0.38436625957715254,-0.8058421480310741,-2.081320568486199,-0.9069508797559233,-0.5596361670081857,-1.6925872073430543,0.5859480911941632,-0.26145960647338584,-0.718579100166844,0.34353007977921374,1.9107848726328798,1.7909876862987533,-1.5975912769319311,5
1.3851645276092595,-0.03547379553760457,-0.013974134299189377,1.634444088966891,-1.117029581199088,0.2899930343961648,-0.48465000308536016,-0.34244049763404955,-0.7399285806780681,-2.0937730850149636,-0.997641100477281,-0.5912363826177146,-1.621919896105307,0.39340749155199384,0.029790342791794554,-1.1149806630819725,0.411168738336318,1.8112857137689236,1.7909876862987533,-1.5975912769319311,5
1.4606492976423517,0.07421387100902008,-0.07325991817361267,0.992207758833713,-0.8495910678830502,0.33722091691449035,-0.3534630095220159,-0.24181866897060184,-0.4697910095591913,-2.0937730850149636,-0.9911632275686126,-0.5793863017641413,-1.5859873649674692,0.2875101617488003,0.029790342791794554,-0.5858130264632134,0.2904103489619216,1.7382160189782305,1.9251685540240144,-1.5975912769319311,5
1.4155603265378895,0.12083112929133562,-0.15886133060454033,0.48570826559756813,-0.9524520345430648,0.1797946418534052,-0.2621150109364971,-0.0573453164209481,-0.1769618824663289,-2.06056637427159,-0.9846853546599442,-0.5833363287153325,-1.6147333898777394,0.33297113666431305,0.01037367950744918,0.6517564462742085,-0.027889220718568176,1.6278341396135405,1.757442469367438,-1.5975912769319311,5
1.2452989878896965,0.017724722737508324,-0.21693720052234255,0.2770757199965747,-0.913364867212259,0.06959624931064595,-0.3683523308773649,-0.10765623075267176,0.06400083097170943,-2.073018890800355,-0.9911632275686126,-0.5833363287153325,-1.6758186928120633,0.4730979064038916,-0.2226262799046951,-0.3790772831247011,-0.35973048261792095,1.6356075113997788,1.6568068185734919,-1.5975912769319311,5
1.11003207457631,0.13289677261146426,-0.16551585736595514,0.2330869302614254,-1.024454711205075,0.1955372693595137,-0.625494934825147,-0.0573453164209481,0.2606609827462514,-2.081320568486199,-0.6543138363178556,-0.5161858705450835,-1.7788252820738648,0.6897060810013331,-0.6497928721602929,0.1657377836091294,-0.6022942994248731,1.7086772061904896,1.4890807339169154,-1.5975912769319311,5
1.175085813980758,0.43673160894561447,0.11276435265684806,0.33740320306192256,-0.98948198254067,0.47890456446946694,-0.8210681828981081,0.43737867450766954,0.3103662958321248,-2.0854714073291203,0.570004143420473,0.12371849554787727,-1.8650633568046753,0.9309166655530509,-0.9216261581411279,0.3046679964489998,-0.6412441151884067,1.7040131831187466,1.321354649260339,-1.5975912769319311,5
1.3859496589468996,0.5617755488087666,0.6012671126425296,0.6088768768559853,-0.870163261215053,0.9669260171588302,-0.862114420147989,0.8398659891614599,0.717733753079391,-2.0937730850149636,1.2177914342873135,0.4713208672526954,-1.9129733983217923,1.0378836653542562,-0.9992928112785094,0.9822491368864622,-0.6424307583209875,1.7055678574759943,1.1871737815350778,-1.5975912769319311,5
1.6933846584427472,0.5157067288591841,1.061941851625931,0.7609524070832152,-0.765245075221838,1.3919769598237597,-0.8564806228783975,1.2171978466493882,0.49946259561533857,-1.8364210767538147,1.820233614793475,0.5226712176181798,-1.9513014315354857,1.114899905211124,-1.0187094745628549,0.2629415161421444,-0.6413837202628281,1.7366613446209829,1.1871737815350778,-1.5975912769319311,4
1.8686932699757681,0.34294865404825037,1.4194714258074017,0.7483841814446011,-0.6541552312290221,1.7225721374520382,-0.8745892569592272,1.628070313691799,0.32981620095268394,-1.8239685602250493,2.7530473136417255,0.9255739666396734,-1.9956182199388186,1.1710575801067575,-1.0187094745628549,0.8717687969830826,-0.640057472055826,1.7801922266239525,1.2207189984663933,-1.5975912769319311,4
